No|Fakultas|Jurusan|Matakuliah
2723|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184922 - Sistem Konkuren Waktu Nyata
2724|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184921 - Perangkat Terprogram
2725|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184913 - Kecerdasan Komputasional untuk Permainan
2726|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184912 - Pemrograman Permainan
2727|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184911 - Desain Permainan
2728|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184801-Tugas Akhir
2729|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184802-Etika dan Praktek Berarsitektur
2730|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184703-Proposal Tugas Akhir
2731|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184704-Arsitektur Kontemporer
2732|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184705-Fabrikasi Digital (Pilihan)
2733|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184706-BIM 2 (Pilihan)
2734|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184707-Kerja Praktek (Pilihan)
2735|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184712-Struktur dan Konstruksi Arsitektur Nusantara (Pilihan)
2736|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184713-Apresiasi Arsitektur (Pilihan)
2737|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184701-Perancangan Arsitektur 5
2738|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184702-Asas Perancangan Arsitektur 5
2739|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184708-Arsitektur Inklusif (Pilihan)
2740|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184709-Aspek Manusia dalam Bentuk Kota (Pilihan)
2741|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184710-Perbaikan Perumahan Informal (Pilihan)
2742|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA184711-Arsitektur Forensik (Pilihan)
2743|Fakultas Teknologi Industri (FTI)|Teknik Fisika|TF181101 - PENGANTAR TEKNIK FISIKA
2744|Fakultas Matematika, Komputasi dan Sains Data (FMKSD)|Matematika|Logika Matematika
2745|Fakultas Teknologi Industri (FTI)|Teknik Fisika|BISING LINGKUNGAN
2746|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184601 - Kerja Praktek
2747|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|UG184915 - Teknopreneur
2748|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC1849XX - MK Pilihan 3
2749|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC1849XX - MK Pilihan 2
2750|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184604 - Visi Komputer
2751|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184603 - Sistem Tertanam dan lab
2752|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184602 - Pemrograman Sistem dan Jaringan
2753|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC1849XX - MK Pilihan 5
2754|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC1849XX - MK Pilihan 4
2755|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184704 - Sekuriti Sistem Komputer
2756|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184703 - Jaringan Sensor Nirkabel dan IoT
2757|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184702 - Proyek Telematika
2758|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184701 - Pra Tugas Akhir
2759|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|UG184916 - Wawasan dan Aplikasi Teknologi
2760|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184802 - Kompetensi Teknologi Elektro
2761|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184702 - MK Pengayaan
2762|Fakultas Teknologi Elektro (FTE)|Teknik Komputer|EC184801 - Tugas Akhir
2763|Kantor Penjaminan Mutu|none|PEKERTI DARING
2764|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4101 - Logika & Struktur Diskrit [D]
2765|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4101 - Logika & Struktur Diskrit [A][B][C]
2766|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4102 - Konsep SI [A]
2767|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4305 - Statistika [A]
2768|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4305 - Statistika [B]
2769|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4305 - Statistika [C]
2770|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IW4301 - Sistem Basis Data [A]
2771|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IW4301 - Sistem Basis Data [B]
2772|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IW4301 - Sistem Basis Data [C]
2773|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IW4301 - Sistem Basis Data [D]
2774|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4307 - Pemrograman Web [A]
2775|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4307 - Pemrograman Web [B]
2776|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4307 - Pemrograman Web [C]
2777|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4307 - Pemrograman Web [D]
2778|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4308 - Manajemen & Proses TI
2779|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4309 - Rekayasa Kebutuhan Perangkat Lunak [A]
2780|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4309 - Rekayasa Kebutuhan Perangkat Lunak [B]
2781|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4309 - Rekayasa Kebutuhan Perangkat Lunak [C]
2782|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4309 - Rekayasa Kebutuhan Perangkat Lunak [D]
2783|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4310 - Manajemen Proses Bisnis [A][D]
2784|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4310 - Manajemen Proses Bisnis [B][C]
2785|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4515 - Riset Operasi [A]
2786|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4515 - Riset Operasi [B]
2787|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4515 - Riset Operasi [C]
2788|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4515 - Riset Operasi [D]
2789|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4516 - Kecerdasan Bisnis [A]
2790|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4516 - Kecerdasan Bisnis [B]
2791|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4516 - Kecerdasan Bisnis [C]
2792|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4516 - Kecerdasan Bisnis [D]
2793|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4516 - Kecerdasan Bisnis [E]
2794|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4516 - Kecerdasan Bisnis [F]
2795|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4516 - Kecerdasan Bisnis [G]
2796|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4517 - Manajemen Layanan TI [A]
2797|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4517 - Manajemen Layanan TI [B]
2798|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4517 - Manajemen Layanan TI [C]
2799|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4518 - Implementasi Perangkat Lunak [A]
2800|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4518 - Implementasi Perangkat Lunak [B]
2801|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4518 - Implementasi Perangkat Lunak [C]
2802|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4518 - Implementasi Perangkat Lunak [D]
2803|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4726 - Pra TA [A]
2804|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4727 - Evaluasi dan Audit TI
2805|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4947 - Sistem Keputusan Berbasis Model [A]
2806|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4933 - Teknologi Bergerak [A]
2807|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4944 - Optimasi Kombinatorik & Heuristik [A]
2808|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4413 - Manajemen Proyek TI [A]
2809|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4102 - Konsep SI [B]
2810|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4102 - Konsep SI [C]
2811|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4102 - Konsep SI [D]
2812|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4728 - Etika Profesi TI [A]
2813|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4728 - Etika Profesi TI [B]
2814|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4728 - Etika Profesi TI [Q]
2815|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4940 - Manajemen Keberlangsungan Bisnis [A]
2816|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4949 - Kreatif Digital [A]
2817|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4943 - Penggalian Data [A]
2818|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4934 - Internet untuk Segala [A]
2819|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4935 - Forensika Digital [A]
2820|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4936 - Keamanan Siber [A]
2821|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4946 - Manajemen Hubungan Pelanggan [A]
2822|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4929 - Teknologi Basis Data [A]
2823|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4931 - Pengolahan Bahasa Alami [A]
2824|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4203 - Algoritma & Pemrograman [A]
2825|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4625 - Rintisan Bisnis Digital [A]
2826|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4625 - Rintisan Bisnis Digital [B]
2827|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185911 - Topik dalam Sistem Dinamik dan Aplikasinya di Berbagai Bidang
2828|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185202 - Manajemen Strategis Sistem Informasi
2829|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4519 - Perencanaan strategis TI [A]
2830|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4519 - Perencanaan strategis TI [B]
2831|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4519 - Perencanaan strategis TI [C]
2832|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4519 - Perencanaan strategis TI [D]
2833|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4519 - Perencanaan strategis TI [E]
2834|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4519 - Perencanaan strategis TI [F]
2835|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS4519 - Perencanaan strategis TI [G]
2836|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185101 - Infrastruktur Teknologi dan Sistem Informasi
2837|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185102 - Pengembangan dan Penerapan Sistem
2838|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185103 - Manajemen dan Operasional Sistem Informasi
2839|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185104 - Manajemen Data dan Informasi
2840|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185201 - Metodologi Penelitian
2841|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185901 - Topik dalam Manajemen e-Government & SmartCity
2842|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185902 - Topik dalam Tata Kelola dan Audit Sistem Informasi
2843|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185903 - Topik Dalam Manajemen Investasi dan Produktivitas SI/TI
2844|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185908 - Topik Dalam Optimasi Dan Sains Manajemen
2845|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185909 - Topik Dalam Sistem Pendukung Keputusan
2846|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185905 - Topik Dalam Integrasi Data
2847|Fakultas Teknologi Informasi dan Komunikasi (FTIK)|Sistem Informasi|IS185906 - Topik Dalam Semantic Web
2848|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184304 Elektronika Dasar - A
2849|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184309 Seismologi - A
2850|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184309 Sismologi - B
2851|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184304 Elektronika Dasar - B
2852|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184305 Fisika Batuan - A
2853|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184305 Fisika Batuan - B
2854|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184203 Komputasi Geofisika - A
2855|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184203 Komputasi Geofisika - B
2856|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI184101-Pengantar Teknik dan Sistem Industri
2857|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184622 Analisis Data Well Log - A
2858|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI184830-Manajemen Proyek
2859|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184622 Analisis Data Well Log - B
2860|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184737 Seminar - A
2861|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184737 Seminar - B
2862|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI184306-Statistik Industri 2 A
2863|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184629 Geowisata - A
2864|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184629 Geowisata - B
2865|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184629 Geowisata - A
2866|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geofisika|RF184629 Geowisata - B
2867|Fakultas Teknologi Industri (FTI)|Teknik Industri|Cost and Investment Management 2018
2868|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Geomatika|RM184306 - Sistem Transformasi dan Proyeksi Peta - IMA
2869|Fakultas Arsitektur, Desain Dan Perencanaan (FADP)|Arsitektur|DA185101-Teori Arsitektur Lanjut (B)
2870|Fakultas Teknologi Industri (FTI)|Teknik Industri|TI184306-Statistik Industri 2 D
2872|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Perencanaan Pengelolaan Sampah
2873|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknik Analisis Pencemar Lingkungan
2874|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pengendalian Emisi Gas dan Udara Ambien
2875|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Unit Proses Fisik Kimia ? Teknologi Lingkungan
2876|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Perencanaan Distribusi Air Minum
2877|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Perencanaan Penyaluran Air Limbah
2878|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Unit Operasi Teknik Lingkungan
2879|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Manajemen Proyek
2880|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Perencanaan Drainase Perkotaan
2881|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Remediasi Lingkungan
2882|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Metodologi Penelitian
2883|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Bersih
2884|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Perencanaan Bangunan Pengolahan Air Minum
2885|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Perencanaan Bangunan Pengolahan Limbah
2886|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Wawasan dan Aplikasi Teknologi
2887|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pengelolaan Limbah B3
2888|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Analisis Mengenai Dampak Lingkungan
2889|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Perencanaan Bangunan Pengolahan Lumpur
2890|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Perencanaan TPA
2891|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Technopreneur
2892|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Keselamatan dan Kesehatan Kerja
2893|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Sistem Audit dan Manajemen Lingkungan
2894|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Plambing
2895|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pengelolaan Limbah Industri
2896|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Fitoteknologi
2897|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Ekonomi Lingkungan
2898|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Biomonitoring Kualitas Lingkungan
2899|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Penyediaan Air Minum Berbasis Masyarakat
2900|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Sanitasi Berbasis Masyarakat
2901|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Model Dispersi Pencemar Udara
2902|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Dasar - Dasar Pemodelan Lingkungan
2903|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Ekotoksikologi
2904|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Operasi dan Proses Pemisahan Polutan Secara Fisik dan Kimia
2905|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pengelolaan Sumber Daya Lingkungan
2906|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Konversi Massa Pencemar Secara Fisik dan Kimiawi
2907|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Operasi dan Proses Remediasi Lingkungan
2908|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Pengolahan Sampah
2909|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Pengolahan Limbah B3
2910|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Pengendalian Emisi dan Gas
2911|Fakultas Teknologi Industri (FTI)|Teknik Mesin|TM184309-KINEMATIKA DAN DINAMIKA TEKNIK-Y
2912|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Keselamatan, Kesehatan dan Lingkungan Kerja
2913|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Pengolahan Lindi
2914|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Pengolahan Lumpur
2915|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pemodelan Kualitas Udara
2916|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Sistem Pengendalian Pencemaran Udara
2917|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Teknologi Pengolahan Limbah Industri
2918|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Ekohidrologi
2919|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Bioteknologi Lingkungan
2920|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Analisa Sistim dan Optimasi
2921|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Ekotoksikologi Lingkungan
2922|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Pemodelan Teknik Lingkungan
2923|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Adaptasi dan Mitigasi Perubahan Iklim
2924|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Remediasi Lahan Tambang
2925|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Desain dan Evaluasi Sistem Pengelolaan Sampah dan Limbah B3
2926|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Desain dan Evaluasi Sistem Penyediaan Air Minum
2927|Fakultas Teknik Sipil, Lingkungan, dan Kebumian (FTSLK)|Teknik Lingkungan|Desain dan Evaluasi Sistem Pengelolaan Air Limbah
